Overall Qual,Gr Liv Area,Garage Cars,Total Bsmt SF,Year Built,Full Bath,Year Remod/Add,Fireplaces,Neighborhood,SalePrice
9,2822,3.0,1734.0,2008,3,2009,1,NridgHt,582933
9,1736,3.0,1736.0,2008,2,2008,1,NridgHt,360000
8,1782,3.0,1782.0,2004,2,2005,2,NridgHt,296000
8,2520,3.0,1508.0,2007,2,2007,1,NridgHt,409900
8,1717,3.0,1709.0,2006,2,2006,1,NridgHt,255500
9,1743,3.0,1739.0,2008,2,2008,1,NridgHt,335000
8,1713,3.0,1713.0,2004,2,2005,1,NridgHt,274900
9,1531,3.0,1504.0,2006,2,2006,1,NridgHt,300000
9,1808,3.0,1774.0,2008,2,2008,1,NridgHt,324000
9,2224,3.0,1462.0,2004,2,2005,1,NridgHt,350000
8,1836,3.0,1836.0,2004,2,2005,1,NridgHt,280000
8,1629,3.0,3206.0,2003,2,2004,1,NridgHt,284000
7,1760,2.0,1760.0,2003,2,2004,1,NridgHt,269500
7,1502,2.0,1502.0,2009,2,2009,0,NridgHt,233170
10,2392,3.0,2392.0,2003,2,2003,1,NridgHt,386250
9,2452,3.0,2452.0,2003,2,2003,1,NridgHt,445000
8,2400,3.0,1082.0,2003,3,2004,1,NridgHt,290000
8,1606,3.0,1598.0,2006,2,2006,1,NridgHt,255900
6,1358,2.0,1358.0,2005,2,2005,1,NridgHt,213000
6,1306,2.0,1306.0,2005,2,2005,1,NridgHt,196000
6,1306,2.0,1306.0,2005,2,2005,1,NridgHt,184500
7,1358,2.0,1350.0,2007,2,2008,1,NridgHt,212500
7,1314,2.0,1314.0,2007,2,2008,1,NridgHt,230000
10,2492,3.0,2492.0,2004,2,2005,1,NridgHt,552000
8,2200,3.0,2200.0,2003,2,2004,1,NridgHt,382500
9,1884,2.0,1884.0,2008,2,2009,1,NridgHt,320000
9,1456,2.0,1451.0,2008,2,2008,1,NridgHt,248500
8,1712,3.0,1712.0,2002,2,2003,1,NridgHt,286500
8,1324,2.0,1324.0,2006,2,2006,1,NridgHt,254000
7,1405,2.0,1405.0,2003,2,2003,1,NridgHt,173000
7,1626,2.0,764.0,2003,2,2004,0,NridgHt,173000
7,1456,2.0,728.0,2005,2,2005,1,Gilbert,184000
6,1490,2.0,745.0,2005,2,2006,1,Gilbert,167800
6,1484,2.0,742.0,2005,2,2005,1,Gilbert,174000
6,1560,2.0,684.0,2005,2,2005,1,Gilbert,174000
7,1555,3.0,1373.0,2007,2,2007,1,Blmngtn,174000
7,1569,3.0,1386.0,2007,2,2007,1,Blmngtn,175900
7,1555,2.0,1373.0,2005,2,2006,1,Blmngtn,192500
7,1504,2.0,1346.0,2005,2,2006,1,Blmngtn,181000
7,1220,2.0,1220.0,2005,2,2006,1,Blmngtn,180000
7,1145,2.0,1145.0,2005,2,2006,1,Blmngtn,160200
7,1432,2.0,716.0,2004,2,2005,1,Gilbert,188500
6,2267,2.0,1010.0,2002,2,2002,1,Gilbert,200000
7,1374,2.0,384.0,2004,2,2005,1,Gilbert,170000
7,1630,2.0,868.0,2004,2,2005,1,Gilbert,189500
8,1419,2.0,408.0,2002,2,2002,1,Gilbert,184100
7,1594,2.0,846.0,2004,2,2004,1,Gilbert,195500
7,1489,2.0,782.0,2003,2,2003,1,Gilbert,192000
7,1342,2.0,698.0,2003,2,2003,1,Gilbert,178000
7,1314,2.0,1314.0,2007,2,2008,1,NridgHt,207500
7,2256,2.0,952.0,2000,2,2000,1,Gilbert,236000
8,2004,3.0,870.0,2002,2,2002,1,Gilbert,257500
6,2054,2.0,992.0,2000,2,2000,1,Gilbert,244000
7,1374,2.0,384.0,2004,2,2004,0,Gilbert,167000
6,1800,2.0,982.0,2000,2,2000,1,Gilbert,179000
6,1514,2.0,794.0,2000,2,2000,1,Gilbert,190000
7,1430,2.0,384.0,1999,2,2000,1,Gilbert,156000
7,2312,3.0,1177.0,1999,2,1999,1,Gilbert,245000
6,1675,2.0,841.0,1999,2,1999,1,Gilbert,181000
7,2060,2.0,992.0,1999,2,1999,1,Gilbert,214000
7,1430,2.0,384.0,1999,2,1999,1,Gilbert,168000
8,2365,3.0,1252.0,1999,2,1999,1,NoRidge,337000
8,2794,3.0,1462.0,1995,2,1996,1,NoRidge,403000
8,2687,3.0,1455.0,2000,2,2000,2,NoRidge,327000
8,2450,3.0,1284.0,1998,2,1998,1,NoRidge,340000
8,2612,3.0,1225.0,1998,2,1999,1,NoRidge,336000
7,2344,3.0,1264.0,1996,2,1997,1,NoRidge,265000
8,2063,3.0,2024.0,1994,2,1995,2,NoRidge,315000
7,2646,3.0,1347.0,1993,2,1993,1,NoRidge,260000
7,2061,2.0,1070.0,1995,2,1996,1,NoRidge,260000
8,2232,2.0,1173.0,1993,2,1994,1,NoRidge,263550
8,2448,3.0,1629.0,1994,2,2005,1,NoRidge,402000
7,1850,2.0,973.0,1994,2,1994,1,NoRidge,248000
8,1468,3.0,1468.0,2008,2,2009,1,Somerst,244600
8,1696,3.0,1696.0,2008,2,2008,0,Somerst,275000
8,1658,3.0,1614.0,2008,2,2008,1,Somerst,257500
8,1578,3.0,1573.0,2008,2,2009,1,Somerst,287090
8,1702,3.0,1702.0,2007,2,2007,1,Somerst,275500
8,1432,2.0,1422.0,2006,2,2006,1,Somerst,245000
7,1971,2.0,1113.0,2005,2,2005,1,Somerst,253000
9,2490,3.0,2458.0,2005,2,2006,2,Somerst,468000
7,1852,2.0,900.0,2009,2,2009,1,Somerst,252678
8,1590,2.0,768.0,2008,2,2008,0,Somerst,210000
6,1218,2.0,1218.0,2009,2,2009,0,Somerst,208300
7,1436,2.0,1436.0,2008,2,2009,0,Somerst,225000
8,1314,2.0,1300.0,2009,2,2009,0,Somerst,229456
7,1402,2.0,1402.0,2008,2,2008,0,Somerst,229800
9,1530,3.0,1530.0,2007,2,2008,1,Somerst,250000
9,1766,3.0,1766.0,2009,2,2009,1,Somerst,370878
8,1448,2.0,1372.0,2006,2,2007,1,Somerst,238500
10,2007,3.0,1017.0,2008,2,2008,1,Somerst,310000
8,1795,3.0,900.0,2006,2,2006,1,Somerst,270000
8,1953,3.0,1082.0,2005,2,2006,1,Somerst,252000
7,1550,2.0,1092.0,2006,2,2007,0,Somerst,241000
8,1836,2.0,1836.0,2008,2,2009,1,Somerst,264500
7,1662,3.0,1652.0,2006,2,2007,1,Somerst,291000
7,2094,2.0,912.0,2003,2,2004,1,Somerst,263000
7,1221,2.0,1221.0,2004,2,2005,0,Somerst,185000
7,1553,2.0,1553.0,2003,2,2004,0,Somerst,234500
7,1653,2.0,812.0,2003,2,2003,0,Somerst,209000
7,1218,2.0,1218.0,2007,1,2007,0,SawyerW,159000
7,1141,2.0,1141.0,2006,1,2006,0,SawyerW,152000
6,1158,0.0,1158.0,2004,1,2004,0,SawyerW,143500
7,1812,2.0,835.0,2004,2,2004,0,SawyerW,193000
8,1512,3.0,1512.0,2004,2,2004,0,SawyerW,203000
7,1200,2.0,1176.0,2003,2,2003,0,SawyerW,184900
7,1114,2.0,1114.0,2004,1,2005,0,SawyerW,159000
5,1114,0.0,1114.0,2004,1,2004,0,SawyerW,142000
5,1114,2.0,1114.0,2003,2,2004,0,SawyerW,153000
7,1450,3.0,1450.0,2008,2,2009,0,SawyerW,224243
7,2122,2.0,913.0,1996,2,1997,1,SawyerW,220000
8,1844,2.0,1844.0,2005,2,2006,1,SawyerW,257000
7,1434,2.0,1454.0,2001,2,2001,1,SawyerW,189000
6,1730,2.0,816.0,1992,2,1992,0,SawyerW,171500
6,1217,1.0,626.0,1980,1,1980,1,SawyerW,120000
6,1332,2.0,1332.0,1990,2,1991,0,SawyerW,145000
7,1540,2.0,754.0,1994,2,1994,0,SawyerW,184000
6,1400,2.0,676.0,1986,2,1986,0,SawyerW,162000
6,1882,2.0,0.0,1981,2,1981,2,SawyerW,160000
4,841,1.0,721.0,1950,1,1950,0,SawyerW,82000
6,784,2.0,784.0,1928,1,1950,0,SawyerW,76000
5,980,2.0,980.0,1962,1,1962,0,Sawyer,110000
5,980,2.0,980.0,1977,1,1977,0,Sawyer,135000
5,864,2.0,864.0,1961,1,1961,0,Sawyer,141000
5,864,1.0,864.0,1961,1,1961,0,Sawyer,122000
5,1020,1.0,1024.0,1965,2,1965,0,Sawyer,124100
5,912,1.0,912.0,1963,1,1995,0,Sawyer,129000
5,1144,1.0,864.0,1961,1,1983,1,Sawyer,131400
5,864,1.0,864.0,1965,1,1965,1,Sawyer,62383
5,912,1.0,912.0,1962,1,1962,0,Sawyer,123000
8,2014,3.0,2014.0,1980,2,1980,2,Veenker,275000
7,1755,2.0,975.0,1991,2,2008,1,NoRidge,235000
7,3005,3.0,1376.0,2004,2,2005,1,Somerst,280750
6,1224,2.0,612.0,2009,2,2009,0,Somerst,164500
6,1224,2.0,612.0,2009,2,2009,0,Somerst,173733
6,1726,2.0,1726.0,2008,2,2008,1,Somerst,222000
6,1256,2.0,1145.0,2008,1,2008,1,Somerst,195000
6,1471,2.0,729.0,1999,2,1999,0,Somerst,172500
6,1512,2.0,756.0,2000,2,2000,0,Somerst,180000
7,1452,2.0,691.0,1999,2,1999,0,Somerst,156000
8,1739,2.0,970.0,1999,2,2000,0,Somerst,172500
8,1694,2.0,1694.0,1977,2,2008,1,Veenker,318750
8,1226,2.0,1226.0,1981,1,1981,2,Greens,211500
7,1740,2.0,1740.0,1981,1,1981,0,Veenker,241600
8,2499,2.0,392.0,1976,2,1976,1,Veenker,180500
4,1620,2.0,1281.0,1976,2,1993,1,Sawyer,150000
6,1556,2.0,727.0,1968,1,1968,0,NWAmes,154000
6,1442,2.0,1442.0,1970,2,1970,1,NWAmes,185000
6,1489,2.0,1489.0,1968,2,1968,1,NWAmes,185750
7,2090,2.0,1107.0,1973,2,1973,2,NWAmes,200000
7,2067,2.0,752.0,1974,2,1974,2,NWAmes,206000
6,1395,2.0,723.0,1972,1,1972,1,NWAmes,162000
6,2640,2.0,932.0,1967,2,1997,1,NWAmes,256900
6,1724,2.0,1680.0,1967,1,1976,1,NWAmes,197900
5,1336,2.0,1288.0,1969,2,1969,1,NWAmes,163000
6,1216,1.0,1216.0,1969,1,1969,0,NWAmes,113000
7,2288,2.0,908.0,1977,1,1992,2,NWAmes,230000
6,1334,2.0,1350.0,1977,2,1977,1,NWAmes,167900
7,1680,2.0,1650.0,1998,2,1999,1,NWAmes,213250
8,1665,2.0,810.0,2001,2,2001,0,NWAmes,227000
5,864,1.0,864.0,1967,1,1967,0,NAmes,130000
5,1568,2.0,1568.0,1967,1,1967,0,NAmes,143000
5,925,1.0,925.0,1965,1,1965,0,NAmes,117500
7,2061,2.0,1165.0,1974,2,1974,1,NWAmes,168500
6,1320,2.0,1232.0,1971,2,1971,1,NWAmes,172500
6,1342,2.0,1372.0,1967,2,1967,1,NWAmes,161500
4,894,2.0,894.0,1960,1,1960,1,NAmes,141500
5,864,1.0,864.0,1959,1,1959,0,NAmes,118000
6,864,1.0,864.0,1959,1,1959,0,NAmes,127500
4,1362,3.0,1040.0,1957,1,1957,1,NAmes,140000
5,1728,2.0,1048.0,1956,2,1956,1,NAmes,177625
5,1776,3.0,1584.0,1958,2,1958,0,NAmes,110000
6,1516,2.0,1516.0,1964,1,1964,0,NAmes,167000
5,1313,2.0,1313.0,1961,1,1995,1,NAmes,153000
5,1292,2.0,1292.0,1964,1,1964,2,NAmes,145100
5,1154,2.0,1154.0,1966,1,1966,1,NAmes,154000
5,2140,2.0,744.0,1965,2,1965,1,NAmes,177500
6,1445,2.0,1127.0,1964,1,1964,1,NAmes,158000
5,1041,1.0,1041.0,1959,1,1959,0,NAmes,124500
6,1576,2.0,1208.0,1961,1,1961,1,NAmes,174500
5,960,1.0,960.0,1955,1,1955,0,NAmes,122000
4,708,0.0,420.0,1940,1,1950,0,BrkSide,82500
5,1203,1.0,709.0,1950,1,1950,1,BrkSide,110000
6,1505,2.0,1505.0,1953,1,1953,1,NAmes,149500
6,1691,2.0,1680.0,1967,1,1967,0,NAmes,175000
6,1644,2.0,1416.0,1953,1,1953,2,NAmes,167000
5,1050,1.0,1050.0,1956,1,1956,0,NAmes,128900
6,1668,1.0,856.0,1950,1,2005,0,NAmes,140000
5,1113,1.0,1113.0,1950,1,2007,1,NAmes,147000
5,1584,3.0,1584.0,1967,2,1967,0,NAmes,124000
6,1453,2.0,1453.0,1961,2,1961,1,NAmes,187500
6,1394,2.0,1394.0,1963,1,1963,2,NAmes,159000
6,1567,2.0,1562.0,1966,2,2008,2,NAmes,256000
7,1986,2.0,768.0,1965,2,1990,3,NAmes,205000
6,2142,1.0,896.0,1968,2,1968,1,NAmes,193500
6,1392,2.0,1392.0,1968,1,1968,2,NAmes,110000
4,1738,1.0,715.0,1920,2,2007,1,NAmes,104900
5,1144,1.0,1169.0,1956,1,1956,0,NAmes,150000
6,1478,2.0,1478.0,1957,1,1957,2,NAmes,156500
7,1329,2.0,1329.0,1960,1,1960,2,NAmes,176000
6,988,1.0,988.0,1959,2,1998,0,NAmes,149500
6,1632,1.0,1240.0,1958,2,1988,1,NAmes,139000
6,1215,1.0,1215.0,1958,1,1998,0,NAmes,155000
5,1202,1.0,1202.0,1956,1,1956,0,NAmes,120000
5,1382,1.0,1382.0,1955,1,1955,0,NAmes,153000
4,1200,1.0,1200.0,1956,1,1956,2,NAmes,144000
6,1382,2.0,1362.0,1962,1,1962,1,NAmes,176000
5,1297,2.0,1297.0,1954,1,1990,1,NAmes,153000
5,1866,2.0,1866.0,1958,2,1958,0,NAmes,135000
6,1062,1.0,1062.0,1954,1,1954,0,NAmes,131000
5,1319,1.0,608.0,1953,1,1953,0,NAmes,123000
5,1112,2.0,631.0,1951,1,1951,0,NAmes,126000
4,1005,2.0,1005.0,1955,1,1955,1,NAmes,115000
5,1363,1.0,1008.0,1951,1,2000,2,NAmes,164900
5,793,1.0,793.0,1945,1,1950,0,NAmes,113000
5,1031,1.0,1031.0,1952,1,2005,0,NAmes,145500
5,1210,1.0,0.0,1953,1,1953,0,NAmes,102900
3,1699,2.0,978.0,1900,2,1970,0,OldTown,95000
7,1527,2.0,699.0,1948,1,1999,1,NAmes,152500
5,1200,1.0,1200.0,1950,1,1950,0,NAmes,129900
6,972,1.0,972.0,1948,1,2002,1,NAmes,132000
3,792,1.0,792.0,1958,1,1958,0,OldTown,99900
5,1656,1.0,660.0,1916,2,1987,0,OldTown,135000
5,1352,2.0,676.0,1939,2,2006,0,OldTown,149000
4,1039,1.0,405.0,1900,1,2003,0,OldTown,114000
5,792,1.0,768.0,1924,1,2006,0,OldTown,109500
5,1078,1.0,1054.0,1925,1,1950,0,OldTown,125000
4,2377,2.0,1313.0,1915,2,1950,1,OldTown,142900
7,1690,2.0,560.0,1910,2,2008,0,OldTown,156500
2,599,0.0,416.0,1940,1,1950,0,OldTown,59000
4,1374,1.0,840.0,1920,1,1950,0,OldTown,105000
5,846,2.0,720.0,1920,1,1950,0,OldTown,106000
3,725,1.0,630.0,1890,1,1998,0,OldTown,78500
6,2544,3.0,1248.0,1969,2,1969,0,NAmes,190000
6,1380,1.0,1380.0,1963,1,1963,0,NAmes,154000
6,1040,2.0,1040.0,1967,1,1967,1,NAmes,163000
5,2634,4.0,1248.0,1969,2,1969,0,NAmes,200000
6,951,2.0,951.0,1958,1,2007,0,NAmes,143500
6,1105,1.0,1105.0,1957,1,1957,0,NAmes,135000
5,1306,1.0,992.0,1957,1,2000,0,NAmes,153000
6,1478,2.0,1478.0,1960,2,1960,2,NAmes,157500
6,1142,1.0,160.0,1958,1,1958,1,NAmes,113500
5,1268,1.0,832.0,1949,1,1950,1,NAmes,133000
3,1040,2.0,0.0,1950,2,1950,0,NAmes,92900
6,1133,2.0,795.0,1950,1,1950,0,NAmes,128500
4,1040,2.0,0.0,1949,2,1950,0,NAmes,90000
5,1904,1.0,1208.0,1950,1,1982,0,NAmes,138000
5,1041,1.0,1041.0,1958,1,1958,0,NAmes,128000
5,1339,1.0,1029.0,1958,1,1965,0,NAmes,139000
5,732,1.0,732.0,1952,1,1952,0,NAmes,118900
5,1183,1.0,528.0,1959,1,1959,0,NAmes,138000
5,1148,1.0,1148.0,1959,1,1959,0,NAmes,132500
4,1461,1.0,832.0,1949,2,1996,0,NAmes,133500
6,1495,2.0,864.0,1948,1,1994,0,NAmes,135000
6,1806,2.0,780.0,1964,1,1964,0,NAmes,144750
5,941,2.0,941.0,1978,1,1978,0,NAmes,145000
6,1045,1.0,1045.0,1963,1,1963,1,NAmes,127000
5,894,1.0,894.0,1962,1,1962,0,NAmes,109500
6,1224,1.0,818.0,1926,1,2004,0,OldTown,115000
5,1230,2.0,440.0,1910,1,1981,0,OldTown,110000
6,1378,1.0,901.0,1935,1,1998,0,OldTown,128900
6,1944,2.0,972.0,1910,2,1950,0,OldTown,103500
5,1131,1.0,676.0,1941,1,1950,0,OldTown,66500
5,1306,2.0,240.0,1910,1,2003,0,OldTown,130000
5,1464,0.0,504.0,1910,2,2002,0,OldTown,129000
5,1558,2.0,690.0,1939,1,1950,1,OldTown,150000
5,2372,1.0,994.0,1892,2,1965,0,OldTown,107500
4,1701,0.0,600.0,1920,2,1950,0,OldTown,94550
5,1960,2.0,960.0,1952,2,1952,0,OldTown,124500
7,1389,1.0,651.0,1946,1,1992,2,OldTown,135000
5,1447,0.0,801.0,1910,1,1950,0,OldTown,103000
4,936,2.0,936.0,1953,1,1953,0,OldTown,93000
5,1328,1.0,768.0,1950,1,1970,0,OldTown,129500
5,1387,1.0,811.0,1954,2,1954,0,OldTown,93000
4,861,2.0,861.0,1920,1,1950,0,OldTown,80000
2,612,1.0,0.0,1940,1,1950,0,OldTown,45000
3,968,0.0,600.0,1910,1,1950,0,OldTown,37900
5,886,1.0,190.0,1938,1,1996,0,OldTown,91300
5,792,1.0,624.0,1923,1,1950,0,OldTown,99500
4,1452,0.0,736.0,1920,2,2008,0,OldTown,113000
4,1510,2.0,677.0,1910,2,1950,0,OldTown,87500
5,1284,1.0,720.0,1947,1,1950,0,OldTown,110000
5,2138,2.0,849.0,1898,2,1965,0,OldTown,106000
7,2640,4.0,1240.0,1880,1,2003,1,OldTown,265979
6,2007,1.0,917.0,1900,2,1950,0,OldTown,160000
6,1288,1.0,624.0,1917,1,2007,1,OldTown,119000
8,1742,2.0,916.0,1882,1,1986,1,OldTown,168000
4,816,0.0,624.0,1910,1,1950,1,OldTown,58500
7,1482,2.0,650.0,1920,1,1988,0,OldTown,143000
5,1022,1.0,1022.0,1910,1,2006,0,OldTown,85000
5,1869,2.0,1088.0,1890,1,1996,0,OldTown,124900
6,1480,1.0,972.0,1920,1,1950,0,OldTown,119000
6,1521,3.0,741.0,1910,1,2002,0,OldTown,146500
4,720,0.0,720.0,1920,1,1950,0,IDOTRR,34900
3,797,0.0,245.0,1900,1,1950,0,IDOTRR,44000
5,1576,2.0,1324.0,1923,1,2004,1,BrkSide,223500
6,1432,1.0,1022.0,1923,1,1950,1,BrkSide,149000
7,1548,2.0,952.0,1925,2,2007,0,BrkSide,205000
5,1654,1.0,297.0,1930,2,1982,1,BrkSide,137000
6,952,1.0,952.0,1916,1,1950,1,BrkSide,121000
4,1324,1.0,672.0,1936,1,1950,0,BrkSide,128000
6,1176,2.0,698.0,1937,1,2000,0,BrkSide,134900
5,1348,1.0,884.0,1925,1,1997,1,BrkSide,117000
6,1412,1.0,780.0,1939,1,1950,1,BrkSide,132500
5,1142,1.0,468.0,1924,1,1950,0,BrkSide,93000
6,904,1.0,884.0,1926,1,2004,0,BrkSide,119000
5,1301,2.0,1145.0,1924,1,1950,0,BrkSide,100000
5,1539,2.0,927.0,1936,1,1950,0,BrkSide,141500
4,1573,1.0,884.0,1935,1,1995,0,BrkSide,133000
2,800,0.0,264.0,1936,1,1950,1,BrkSide,60000
5,875,1.0,715.0,1931,1,1993,0,BrkSide,105000
5,995,1.0,960.0,1925,1,1999,0,BrkSide,115000
5,1582,1.0,952.0,1938,2,1950,1,BrkSide,150000
5,1072,5.0,1072.0,1925,1,1950,0,BrkSide,126500
6,2134,2.0,844.0,1916,2,1994,0,BrkSide,214500
7,2019,2.0,728.0,1910,1,1993,0,BrkSide,167500
6,1768,2.0,1048.0,1915,2,1950,0,OldTown,155000
7,1826,1.0,910.0,1915,1,2005,1,OldTown,155000
7,1944,1.0,672.0,1915,2,1994,0,OldTown,179900
6,2229,0.0,755.0,1912,1,1950,0,OldTown,104000
5,2128,0.0,1040.0,1922,2,1950,0,OldTown,62500
6,1930,1.0,720.0,1927,2,1950,0,IDOTRR,149000
4,1208,2.0,780.0,1925,1,1950,0,IDOTRR,103000
6,1427,1.0,483.0,1915,1,2002,0,OldTown,123000
7,1864,0.0,1020.0,1902,2,2000,0,OldTown,97500
6,1666,1.0,1204.0,1927,1,1950,0,IDOTRR,135000
4,892,0.0,858.0,1923,1,1950,0,IDOTRR,70000
6,1403,1.0,698.0,1915,1,1965,0,IDOTRR,116000
4,704,1.0,560.0,1946,1,2001,0,Sawyer,88750
5,1200,0.0,1200.0,1987,3,1988,0,Edwards,179000
5,1200,0.0,1200.0,1987,3,1988,0,Edwards,179000
5,1152,1.0,1152.0,1978,2,1978,0,Edwards,159900
1,904,0.0,683.0,1922,0,1950,0,Edwards,61000
6,1369,1.0,672.0,1925,2,1950,0,Edwards,103600
5,1112,1.0,585.0,1934,2,1950,0,Edwards,63000
5,1464,2.0,520.0,1963,2,1999,1,Sawyer,175000
5,1121,2.0,1121.0,1963,1,1963,0,Sawyer,139000
6,1683,2.0,918.0,1978,2,1978,1,Sawyer,172500
5,1052,1.0,1052.0,1967,1,1967,1,Sawyer,113500
5,899,1.0,864.0,1967,1,2004,0,Sawyer,130000
6,1034,2.0,456.0,1978,1,1978,1,Sawyer,149900
5,858,2.0,858.0,1982,1,1982,0,Sawyer,134900
5,860,2.0,840.0,1982,1,1982,0,Sawyer,137000
5,1092,1.0,1092.0,1962,1,1962,1,Sawyer,139000
5,1774,1.0,552.0,1961,2,1961,1,Sawyer,165000
6,1138,2.0,1138.0,1960,1,1960,1,Sawyer,148000
5,2071,1.0,825.0,1956,1,1956,1,ClearCr,165000
2,660,0.0,0.0,1947,1,1950,0,Sawyer,63900
4,1788,1.0,1104.0,1957,1,1989,2,ClearCr,161500
5,1473,1.0,1437.0,1968,1,2003,2,ClearCr,143000
4,1229,1.0,1134.0,1956,1,1956,0,Edwards,135000
4,861,2.0,861.0,1940,1,1950,0,Edwards,82500
5,1867,1.0,1617.0,1955,1,1993,3,ClearCr,190000
3,1733,2.0,0.0,1955,2,1955,1,Edwards,139600
4,1383,2.0,0.0,1954,1,1954,0,Edwards,122000
6,1689,2.0,1436.0,1956,1,1956,1,Edwards,127500
5,1073,1.0,1073.0,1956,1,1956,0,Edwards,121500
5,1276,1.0,1276.0,1958,1,1958,0,Edwards,60000
6,1639,1.0,747.0,1946,1,1950,1,Edwards,154400
4,672,1.0,672.0,1941,1,1950,0,Edwards,113000
5,1089,1.0,1089.0,1954,1,1954,1,Edwards,125000
4,845,1.0,0.0,1957,1,1957,0,Edwards,84000
5,1049,1.0,1049.0,1984,2,1984,0,Edwards,139500
5,1716,1.0,768.0,1949,1,2008,1,Edwards,131000
6,1258,1.0,560.0,1939,1,1950,0,Edwards,105000
4,1510,1.0,755.0,1940,1,1950,1,Edwards,108000
7,1061,2.0,1054.0,1990,1,1991,0,SawyerW,162000
6,1338,2.0,520.0,1983,1,1983,1,SawyerW,156500
8,2132,2.0,1496.0,1983,1,2009,1,SawyerW,316600
7,2196,3.0,2158.0,1990,2,1991,1,SawyerW,271900
7,1775,2.0,740.0,1993,2,1993,1,SawyerW,213000
7,1879,2.0,1079.0,1993,2,1994,1,SawyerW,239900
8,2020,2.0,1128.0,1995,2,1995,1,SawyerW,239500
5,2016,2.0,0.0,1880,1,2007,1,SawyerW,131000
5,1535,2.0,0.0,1979,2,1979,0,SawyerW,118964
5,1224,2.0,1086.0,1979,0,1979,2,SawyerW,153337
5,2228,2.0,0.0,1979,2,1979,0,SawyerW,147983
5,1535,2.0,0.0,1979,2,1979,0,SawyerW,118858
5,1535,2.0,0.0,1979,2,1979,0,SawyerW,118858
5,2240,2.0,0.0,1979,2,1979,0,SawyerW,142953
5,1229,2.0,1094.0,1979,0,1979,2,SawyerW,148325
5,1513,2.0,0.0,1979,2,1979,0,SawyerW,113722
7,2787,4.0,1168.0,2000,4,2000,2,SawyerW,269500
7,2787,4.0,1168.0,2000,4,2000,2,SawyerW,269500
7,2787,4.0,1168.0,2000,4,2000,2,SawyerW,269500
9,1680,3.0,1555.0,2009,1,2009,1,CollgCr,323262
8,1718,3.0,1705.0,2007,2,2008,1,CollgCr,297000
8,1630,3.0,1622.0,2008,2,2008,1,CollgCr,295493
9,1720,3.0,1720.0,2008,2,2008,1,CollgCr,332000
8,1468,3.0,1468.0,2008,2,2008,1,CollgCr,239900
8,1768,2.0,866.0,2007,2,2007,0,CollgCr,212000
8,1838,2.0,1838.0,2007,2,2008,2,CollgCr,272500
9,1800,2.0,1800.0,2007,2,2007,0,CollgCr,239000
7,1604,2.0,1604.0,2006,2,2006,1,CollgCr,220000
7,1290,2.0,1282.0,2007,2,2007,1,CollgCr,200000
8,1254,3.0,1254.0,2008,2,2008,0,CollgCr,221800
7,1232,2.0,1232.0,2007,2,2007,0,CollgCr,194500
8,1498,3.0,1498.0,2005,2,2006,1,CollgCr,237000
6,1422,2.0,704.0,2005,2,2006,1,CollgCr,173000
7,1644,2.0,1518.0,1989,2,1989,1,SawyerW,275000
7,1759,2.0,1449.0,1992,2,1993,1,ClearCr,233500
5,2126,2.0,1013.0,1967,2,1967,0,ClearCr,185000
5,1040,2.0,1040.0,1996,1,1996,0,CollgCr,152000
5,990,1.0,990.0,1994,1,1994,0,CollgCr,143000
6,1764,2.0,928.0,1997,2,1997,0,CollgCr,231500
7,1661,2.0,799.0,1996,2,1996,1,CollgCr,212000
7,1463,2.0,1463.0,1998,2,1998,0,CollgCr,207000
5,1097,2.0,1097.0,1994,1,1995,0,CollgCr,145000
5,990,2.0,990.0,1994,1,1995,0,CollgCr,138000
7,1779,2.0,866.0,1998,2,1998,0,CollgCr,197900
7,1501,2.0,1490.0,1999,2,1999,0,CollgCr,204000
7,1431,2.0,1431.0,1999,2,1999,0,CollgCr,192000
6,1772,2.0,928.0,1998,2,1998,1,CollgCr,200000
7,1660,2.0,831.0,2002,2,2002,0,CollgCr,195000
7,1573,2.0,1573.0,2002,2,2002,0,CollgCr,227000
7,1840,2.0,944.0,2001,2,2001,0,CollgCr,230000
7,1430,2.0,1413.0,2001,2,2002,0,CollgCr,187100
7,1444,2.0,1431.0,2002,2,2001,0,CollgCr,203000
7,1492,2.0,1492.0,2001,2,2001,1,CollgCr,201000
5,1040,0.0,1040.0,1978,2,1978,0,CollgCr,124000
5,907,1.0,907.0,1978,1,1978,0,CollgCr,140000
5,914,2.0,914.0,1979,1,1979,0,CollgCr,134900
5,1040,2.0,1040.0,1977,2,2008,0,CollgCr,150500
5,864,1.0,864.0,1978,1,2005,0,CollgCr,136500
5,1268,1.0,1268.0,1977,1,1989,0,CollgCr,143500
5,864,1.0,864.0,1972,1,1972,1,CollgCr,133500
5,894,2.0,894.0,1972,1,1972,0,CollgCr,123000
5,768,1.0,768.0,1972,1,2003,0,CollgCr,133900
5,768,2.0,768.0,1972,1,2007,0,CollgCr,133000
7,1611,3.0,1569.0,2002,2,2002,0,CollgCr,250000
8,2184,2.0,1068.0,2003,2,2003,1,CollgCr,254750
8,1788,2.0,1753.0,2001,2,2001,1,CollgCr,236500
8,1872,2.0,1299.0,2001,2,2001,1,CollgCr,261500
9,2153,3.0,1440.0,2000,2,2000,2,CollgCr,313000
7,1725,2.0,840.0,2002,2,2002,0,CollgCr,198500
